Review,Score,ThumbsUp,CreatedAt
sya sudah melakukan isi ulang gopay melalu ATM setgah bulan yang lalu tpi karena sya sudah melebihi batas maximal akhir nya sya tidak bisa lagi melakukan top up gopay melalui ATM dan lucu nya setalah gagal melakukan teransaksi terenyata uang sya di ATM terpotong padahal sudah jeles jeles gagal karena saya sudah melebih batas yang telah di tentukan kalo sudah tidak bisa harus nya tidak usah di potong uang sya d ATM karena anda sama saja sudah membuat kami sebagai costamer di repotkan kecwa bgett,1,0,2019-01-02 07:27:55
"Kenapa setiap kali saya mau upgrade kegopay plus sllu ditolak, dgn alasan katanya sy pernah mnggunakan data saya... memang skrg sy ganti nomr, krn nomr lama sy ilang dan udh ga aktif lg..",1,0,2020-08-29 18:36:45
"kemaren tgl 12 juli ada promo jsm alfamart, di brosurnya yg saya dpt untuk minyak goreng filma bayar pKai gopay dpt harga Rp.18.200,-tapi nyatanya harganya sama kayak umum yaitu Rp.21.200,- padahal saya sdh transaksi sesuai dgn syarat & ketentuan yg diberlakukan. sungguh mengecewakan, mending gak usah cantumin promo kalau akhirnya bohong.",1,0,2019-07-13 04:38:26
"Untuk gofood, driver sampainya sering melebihi waktu estimasi barang datang. Jadi yang seharusnya 20menit pesanan saya terima, seringnya bisa jadi 50 bahkan 60 menit. Tolong disesuaikan.",5,0,2022-07-31 13:15:59
"Hanya saran, bagi driver (goride) bilamana keadaan hujan, maka sediakanlah jas hujan tuk pelanggang, jika tak punya jas hujan, maka janganlah aktifkan aplikasinya, karena kasihan pelanggan nanti kebasahan.",3,0,2022-09-09 18:53:56
"Kenapa digojek in untk upgrade gopay susah betul.. pertama sy ditolak pdhl data""yg dimnta sudah lengkap..sekarang su daftar ulang lagi..betul""menuggu lama..kalau masih gagal trpaksa sy hapus saja aplikasi ini..bikin jengkel..",1,2,2020-05-11 12:11:33
"Pesen gofood prosedurnya rumit dan lama,,mengabari resto,resto menyiapkan pesanan,proses nya ada 30 menit, habis itu nyari driver,,total bisa 1 jam an meski jarak rsto cuma 100 m, kalau kamu bilang ini demi peningkatan kualitas layanan itu bohong besar,,kenyataannya siap siap kehilangam costumer ,,karena orang pesen gojek karena pengem praktis, kalau prosedurnya rumit dan lama mending datang langsung ke warung, paham nggak,,siap siap ditinggal apk sebelah yg masih pakaincara lama tapi cepet",2,0,2024-01-25 17:44:24
"Gopayplater di blokir gopaylater cicil gak di acc maaf bintang 1 karena telah mengecewakan 5tahun lebih saya langganan gopaylater, bulan ini gopaylater saya di blokir pas saya sudah bayar. Sangat mengecewakan ya sudah kalau di blokir pake paylater lain saja.",1,0,2022-10-12 12:25:22
"Makin merugikan,, tagihan gopaylater udah di bayar trus besokan nya di pake transaksi baru di bulan yang berbeda malah di kenain denda!!! Kalo mau untung usaha nya jangan merugikan customer!!! Inget! Lu bisa besar seperti sekarang karena customer2 lu!!",1,1,2023-06-09 18:11:32
"Untuk Gojeg,,,Sy main kan Token pedahal Sy main kan ny sekaligus 5,,,pas Sy dpt poin tidak di kalikan 5 sekaligus mlh jumlahnya sama dengan maen sekali,,, Kenapa sekarang seperti tuh,,,harus ny Points Sy dah banyak Sekarang Maen kan Token mlh ga jelas dpt poin ny kecil aja kenapa,,,Gopoins ny lg Error",5,0,2020-01-03 13:15:07
"Udah pernah upgrade ke plus tbtb d suruh daftar lagi terus verifikasi nya di tolak terus , padahal lg butuh banget buat nge transfer .kecewa gw .",1,0,2021-07-09 18:16:36
"Gopay saya di blokir tiba-tiba tanpa sebab, bikin laporan malah akhirnya gopay di bekukan bukannya di PERBAIKI. alhasil uang saya tidak bisa di ambil dan mengendap di gopay. Semoga bermanfaatmemakan uang costumer. 👍 Pelayanan sangat buruk, tak ada solusi",1,7,2021-11-30 16:07:08
"Saya transfer dari gopay ke rekening senilai 1.184.600 sudah dua hari lebih belum masuk masuk ke rekening,sedangkan saldo gopay terpotong,email sana sini tapi belum ada penyelesaian,buat teman teman yg lain harap hati hati ya,karna sudah banyak yg mengalami hal yg sama,jangan sampai ada korban selanjut nya,ini gopay nggk beres.",1,0,2020-11-15 02:31:36
"Mau berangkat kerja malah dapetnya jauh, biasanya gapernah gini, dapet yg deket2. Dah gitu 10 menit setelah pesan drivernya baru jalan 😠 nanti dibintang 4 malah babibu driver sepi pesanan atau apa lah. Kurang puas",4,0,2022-10-20 08:51:58
"Saya dapat vocer belanja dr alfamidi, tp setelah di cek vocer tsb hilang. Malah di katakan aktifitas yg tidak wajar. Pdhl vocer tsbt saya dpt dari blanja di alfamidi. Makin lama makin jelek pelayanannya.",1,1,2021-04-27 02:35:03
"maaf ya , aplikasi sampah.. cara login cuma ada pakai nomer doang .. sekali nomernya hilang udah gabisa login lagi , padahal saldo masih banyak .. jadi rugi deh",1,0,2020-06-17 20:19:18
"Aplikasi bagus, saya sering menggunakan goTagihan di aplikasi gojek untuk pembayaran, masukan untuk struk rincian pembayaran di gotagihan agar di cantumkan tanggal nya, agar bisa tau tanggal berapa transaksinya.. Terimaksih...",5,1,2021-10-21 12:35:22
"kalo ga main cancle, suruh"" customer cancle sm ngoceh! makin ke sini driver gatau adat semua!! tlpn bukannya make nomor biasa tp lewat WA!! tolong la ga semua org suka privasi di gngu!!! dah gt ga pernah baca message tambahan!!!! bodo dh!!",1,0,2018-11-05 09:32:24
"Kecewa pake Gojek, Cari driver susah padahal di Aplikasi banyak Driver tapi dapet nya drivernya jauh"" . Kasihan drivernya, coba hilangkan juga biaya sewa Aplikasi terhadap customer..masa order di Aplikasi yang sama kena biaya sewa. Logikanya kita punya ATM ambil di Bank yang sama ngak kena admin. Pada saat kita ambil di beda Bank wajar dikenakan Admin..",1,1,2024-07-09 07:41:32
"Sangat Merugikan pengguna!!! Saldo Gopay berkurang sendiri dengan status pembelian ""Payment GARENA"" di tanggal dan menit2 yang sama saldo berkurang sendiri secara beruntun dengan total sebanyak 9X dan nominal yang berbeda2 sehingga semua saldo yang ada di Gopay habis. Sedangkan saya tidak ada sama sekali melakukan pembelian Game dll di GooglePlay dan History GooglePlay dll jg tidak ada nominal tersebut. Hanya ada pengurangan saldo di aplikasi Gojek sendiri tanpa ada notifikasi/persetujuan saya.",1,119,2021-05-10 00:42:49
"Saya mengharapkan Gojek memiliki pelayanan Costumer Service Online Chat. Sehingga saya tidak perlu bolak-bolik membuka email, dan kembali lagi ke aplikasi untuk bertanya. Saya sangat direpotkan. Dengan seperti ini, masalah saya pun tidak terselesaikan. Saya ingin mengobrol langsung dengan Costumer Service melalui sistem chat. Agar saya bisa menyampaikan keluhan saya secara padat dan jelas. Dan Gojek pun bisa lebih linier dengan keluhan saya. Terima kasih.",2,1,2020-10-12 13:21:49
"Aplikasi ngga jelas, tiba tiba bisa ngga bisa kirim atau Terima saldo GO-PAY. Kirim ke bank lain pun ngga terkirim-kirim, padahal saldo sudah terpotong.",1,4,2022-06-30 08:08:01
"Gak bisa transfer Ke Rekening padahal sudah muncul Nama Pemilik rekening, katanya masih Proses Verifikasi, saya sudah upload KTP dan Scan Wajah, masa Verifikasi aja Nunggu lama, tolong dong Pihak terkait segera di proses",1,0,2023-03-07 06:05:33
"Saya sudah pake bertahun² tiba² gopay letter gabisa dipake, padahal limit tersedia, disuruh tunggu 30 hari, udah lewat 30 hari masih aja tetep ga bisa digunain",1,0,2023-12-09 11:25:22
"Kenapa setiap kali saya memesan, di daftar pesanan tulisanya ""Server kami padat merayap"" jadinya saya tdk bisa melihat pesanan saya dan tidak bisa menelpon maupun SMS kepada Go-Jek yg saya pesan itu, tlng dijawab ya...",2,0,2018-10-06 13:28:23
"Gojek gajelas sekarang, saya transfer buat bayar shopee malah gabisa udah 3 hari lagi diproses terus, udah ngirim email tetep aja. Tolong kalo tidak bisa dikirim kembalikan ke saldo gopaynya. Karena saya membutuhkan uangnya, lagi jaman susah gini malah di bikin tambah susah.",1,157,2020-11-28 18:30:31
"Saldo gopay hilang, riwayat transaksi juga Hilang semua, padahal saldo masih 300rb lebih, komplain lewat telpon gk bisa, komplain lewat Chat harus disertai foto riwayat transaksi, padahal riwayat transaksi jg ikutan hilang mendadak... Gimana? Pertanggung jawabannya.?",1,7,2023-06-19 09:46:53
"Saya sungguh kecewa dengan apk ini,,, saya lihat di gogame ada utk pngguna baru chasback 75% dan pengguna setia 50%,,, tapi cashback gue gk masuk smpai skarang,, gue tunggu 2 hari lagi kalo masih belum masuk apk ini bener2 mengecewakan",1,23,2019-12-28 16:25:05
Di hapeku malah ngehang stelah update. Coba2 ketemu solusi dg forbid contact permission. Rupanya aplikasi belum bisa tanganin sikronisasi baca kontak di hp scra cepat.,2,0,2020-06-07 05:37:52
"3 dulu Karena saya masih bingung dengan fitur ""TARIK"" Yang katanya tanpa kartu ATM atau debit tapi kok sulit ya penggunaan nya. Katanya tarik haid transfer la",3,0,2020-05-19 11:51:25
Customer care yg benar 2 tdk membantu. Jawaban spt membaca teks.. Sama semua.. Tdk ada empati dan niat membantu.. Laporan sy 72418152..akun sy blokir krn kartu hilang sedang di akun ada paylater nya.. Bgt kartu sdh diurus minta buka blokir.. Nggak dibuka 2 in jg. Sedang paylater sdh jatuh tempo.. Semua yg diminta sdh dipenuhi.. Tiap hari dpt notif masalah selesai. Ditlp tiap hari jawabannya tunggu 2x24 jam.. Pdhal sdh 7x24 jam apa ini modus spy denda dan bunga mkn banyak?!,1,0,2021-06-06 19:30:58
Sebenernya dah bagus. Cuma ribet banget klo mau pilih vocher promo gofood gk bisa pilih manual. Harusnya ada opsi pilih voucher di setiap vouchernya biar mudah dalam memilih voucher yang mau di pakai,4,0,2022-10-02 18:45:20
"Tolong perbaiki lagi pelayanan gojek, saya pesan GO-RIDE berhasil tapi tidak di jemput, cek detail pesanan tidak bisa keluar, sungguh mengecewakan saya telat kerja",2,0,2023-09-12 08:06:39
"Mohon diperbaiki pengaturannya min, akun saya tidak bisa dibuka karena nomer saya sudah hilang dan ketika saya membuka pakai facebook untuk verifikasinya ke nomer yg hilang, dari sisi lain saya membuat akun baru email saya sudah terdaftar dengan nomer yg hilang. Saya kebingungan dengan posisi ini dan merasa seperti doi yg membuat saya keliru. Hehe mohon bantuannya.",2,8,2019-11-12 13:25:34
"Ditelfonnn terus gegara telat bayar paylater padahal telat gegara dia sendiri taik, di top up in terus diiming-imingkan cashback eh akhirnya gua pake deh top up gojek gua. Plis lah gaush ditelfon mulu diperbaiki dulu apk nya, smoga data tidak disalah gunakan atau pun dicemarkan nama baiknya, trimkasih!",1,0,2021-02-19 02:12:00
kritik buat gocar.sdh beberapa kali sy naik gocar antara mbl dan pengemudi selalu berbeda baik nama pengemudi dan jenis mobil berbeda.barusan sy pesan gocar harusnya namanya solihin dan mbl suzuki ertiga yg datang avanza.akun bisa di pinjam2kan ternyata di aplikasi gocar.mhn diperketat dan di perbiki kembali sistem management di gocar dll.krn bisa digunakan tindakan kriminal,1,9,2019-02-18 07:33:04
"Penanganan soal laporan dari konsumen sangat buruk, ada kesalahan ditanya malah jawabannya sama sekali tidak membantu. Tidak memberikan solusi. Gojek saya masih tidak bisa digunakan hampir satu bulan ini!!",1,0,2022-06-30 23:07:51
"Upgrade paylater notice selalu foto ID buram sudah coba berulang ulang foto ID tidak jelas dan buram...giliran Foto ID sudah jelas sekarang notice kartu ID rusak...saya sdh lelah bos gojek admin klo cuma php mending ga ush php.udh coba berulang""...buat bikin akun bank aj saya ga ada masalah...dr 2 bintang kasih 1",1,1,2019-12-19 12:19:13
"aplikasi gojek ini jujur menurut saya pribadi bagus banget, selain memudahkan utk mendapatkan transportasi, armada nya juga belum pernah mengecewakan. meskipun harga sedikit mahal tapi saya nyaman dengan aplikasi ini. thx Gojek terus tingkatkan lagi menjadi lebih baik. dukung selalu karya anak bangsa 🙏",5,0,2019-05-09 13:59:42
"Masa mao mesen gofood akun bermasalah padahal aman"" Aja download dihp 1 lagi buat mesen sama aja transfer kadang bisa kadang kagak, coin club kadang ilang kadang muncul gimana ya tolong diperbaiki dong",1,0,2021-12-23 20:14:07
"Tu akun gopay gw ke blok gabisa di buka lagi ada saldo 8 juta data data akun ada smua tpi dari sana tukang korupsi, cuih, mau buka akunnya lagi malah nerima alasan dri aplikasi yg ga di mengerti hdeh buat aplikasi yg bener bener aja, suka nipu kok buat aplikasi hhaha",1,0,2022-02-20 06:31:43
"Kenapa sih driver gofood pada gak ada lagi? Saya sudah coba hampir di 20 resto dan di daerah berbeda itu tidak ada yg ready. Kalau memang tidak memungkinkan lagi hapus saja fitur yg namanya ""GOFOOD"".",1,1,2021-10-18 01:01:25
Balikin paylater saya!! Saya gk pernah telat bayar malah selalu rajin pakai paylater eh malah di blokir tanpa alasan!!! Di email gk di respon di sini juga!! Parah sih lama2 gw berhenti pake ni apk,1,0,2021-09-21 11:51:22
"Sangat membantu sekali terutama untuk anak,ketika mereka pergi ke sekolah ataupun Akti fitas lainnya juga jikalau kita lagi sibuk,nya tidak sempat memasak makanan solusi dengan mudah kita dapatkan dari pelayanan gojek ini",5,0,2023-09-30 14:46:22
"Sangat membantu, tapi akhir2 ini sering bermasalah untuk pemesanan . satu 
kali order sdh diantar tp masih ada driver yg datang . ternyata keluar 
order lg padahal order sdh d selesaikan",5,1,2022-11-06 21:22:09
Berhari-hari error padahal butuh banget. Cuma sampai pesanan tapi ngga muncul harganya sama sekali. Mohon perbaikannya segera.,2,0,2021-10-24 13:48:49
"Sebenernya gua bangga ini aplikasi anak bangsa, cuman kok responnya lama banget untuk pengisian saldo gopay 100rb gak masuk2 sudah hampir 2 hari. Sudah diadukan juga lewat email, cuman nihil ga ada balasan dari pihak gojeknya. Bukan kenapa-kenapa kalo posisinya orang ga punya dan membutuhkan kasian mereka duitnya ga bisa keproses untuk contoh bayar listrik. Jadi kalo masalah finance itu sensitif, kalo bisa cepat diselesaikan.",1,2,2020-04-13 12:24:58
"scan mc tapi ke tokonya dana nya ga masuk, jadi uang lenyap, toko gamau ikut campur. dan saat bilang ke cs nya malah gaada solusi sama sekali dan balesnya malah ngalor ngidul hadeuh padahal uang segitu lumayan buat sy:))",1,0,2021-11-29 21:58:37
Padahal sering banget pake gofood tapi biaya jasa aplikasinya mahal banget. Mana jarang gratis ongkir. Padahal kata resto yg pakai gofood juga mereka sama dipotong biaya aplikasi🥲,2,0,2023-09-12 10:39:10
"Langganan gopay plus ngga bisa dipake alias ilang, bikin akun bau dr diskon. mau hapus akun ngga bisa, malah disuruh bayar tagihan padahal ngga ada tagihan samsek.",2,0,2024-04-07 19:53:47
"Saya belum pernah daftar gojek,pas saya daftar udah milik orang lain,jelas jelas kode otp masuk ke saya,udah gitu ada saldo nya 31.000,ini gimna sih,masalah nya akun nya di blokir,aneh banget",2,3,2021-09-03 16:52:46
"disiruh daftar email dan nomor hp, pas saya daftar, keterangannya, email kamu sudah terdaftar, mau login pake email juga ngk bisa, masuk menggunakan facebook juga ngk bisa, gimana solusinya???",1,0,2019-09-04 03:55:00
"Ini gimana siih aplikasinya sekarang, merugikan jadinya sekarang, saya sbagai pengguna gojek jdi di rugikan, masa iya jarak tempuh nganter sekarang muternya jauh amat,ngak ngambil rute dekat seperti biasa, ini jauh amat ambil rutenya, jdinya bayarnya kan lebiih mahal, tolong di perbaiki lagi tuh buat rutenya, jangan sampai ni aplikasi gojek jdi ngak ada peminatnya, sayang kan para drivernya sepi penumpang",1,0,2019-11-24 22:33:24
Saran aja ini... 👌 Alangkah lebih baik untuk laporan penerimaan barang (paket) pada GO-SEND bisa MENCANTUMKAN NAMA PENERIMANYA untuk meyakinkan kalau titipan kita benar-benar sampai dan sampai pada orang yang benar.,5,0,2018-11-13 17:49:20
"Aplikasi jahat krn kita tidak bisa mematikan akun yg sdh dibuat,, nomor HP kita akan terdaftar aktif terus meski kita tdk ingin pake lagi,,",1,0,2019-11-26 08:17:29
sy sangat senang dengan pelayanannya tapi penjeputannya itu jangan lama lama katanya lima menit jadi sepuluh menit jadi kalau mau menerima pelanggan ya harus tepat waktu jangan molor nantik gk dapet pelanggan sama sekali y kalau bisa di percepat trs no platnya jangan di hilangkan dr tag nya y trm ksh,5,7,2019-03-06 05:10:07
"Saya tarik tunai di atm bca, saldo saya berkurang tapi uang yg saya tarik ga keluar di atm,, malu gue nyoba tarik tunai pake gopay, mohon untuk di tingkatkan lagi keamanan nya di stabil kan dulu kalau mau adain vitur canggih jangan asal buat tapi merugikan customer",1,0,2020-09-22 20:59:48
"Sekarang aplikasinya susah banget di download dan di install. Perbaiki tolong secepatnya..! Sinyal dan paket kami tak betmasalah, aplikasinya yg susah.",1,0,2018-11-02 12:00:20
Parah sih. Mau ganti nomor karena nomor lama udah ilang. kata csnya emailnya gk kedaftar pdahal udah bener. Trus mau dftar lagi di aplikasi katanya emailnya udh kedaftar... Hdeehhhhh kecewa sih,1,0,2019-10-18 10:07:39
Saya isi gopay nd masuk....parah ini sdh ada laporan tapi responya lambat .. mengecewakan gojek ada kendala top up nd Masuk..padahal sdh ada bukti jelas ...seharunya ketika sdh ditunjukan bukti jelas langsung di respon dan dimasukan ... MENGECEWAKAN,1,0,2022-06-12 08:36:15
"Untuk pemesanan makanan dimohon agar pembayaran menggunakan uang elektronik agar tidak ada oknum yg memesan atas nama orang lain, yg pembayaran berupa uang tunai, kecuali pesan dan ambil sendiri. terima kasih",2,2,2021-12-14 04:58:24
Sering terjadi ketidaksesuaian posisi pengguna dan driver. Nomer polisi driver hampir selalu tidak muncul.,4,0,2021-03-18 12:42:15
"Sangat membantu tapi kadang harga yang berubah-ubah semakin tinggi, dan ketelitian pesanan sehingga kadang pesanan yang d order tidak sesuai atau kurang.",5,0,2021-05-30 02:23:46
"Gopaylaternya terlalu berlebihan, Tlat 1 hari beneran didenda 50rb dong!! Padahal gajian kadang tlat 1-2 hari.. Untung banyak Paylater2 lain yang lebih manusiawi. emang gak mampu kayak SPayLater yang limit pembayarannya tgl 5 tiap bulan?",5,9,2025-09-13 12:11:01
Mau ganti nomoe gojek yg hilang aja susah d tlpon cs nya gajelas main matiin tlpon aja orng blm selesai bicara.. d email susah sekali responnua .. bad service.. aplikasi saya udh k logout makanya ngajuin ganti nomor secara online melalui email pi responnya bne bener mengecewakan,1,0,2020-11-11 17:38:36
"Mau komplen juga, aplikasi gojek saya tidak bisa melakukan pemesanan padahal saya sudah top up, order go food sama fo ride gak bisa, sudah email ke customer service tapi belum di bales, tolong kenapa yaa",2,0,2021-04-12 13:41:28
Gopay sekarang ga jelas banget sinyal lag sebentar di suruh nunggu terus ga lama transaksi berhasi tapi belum di terima pihak banknya dan saldo telah dipotong di gopay sumpah gk nyaman banget cuma masalah lag dikit,1,1,2024-01-19 18:22:17
"Pembodohan ya aplikasinya Waktunya 27 menit, disuruh nunggu dapat driver dan makanan dibuatkan sambil nunggu driver itu 8 menit, ehhhhhh waktu berkurang jadi tinggal 19 menit, dapet driver masih nunggu antrian, makanan baru dibuat, setelah itu waktu tinggal 10 menit, waktunya berhenti dong gk jalan dan gk berkurang, tetep di 10 menit,nanti kalau makanan sudah jadi dan diantar, baru tuh waktu berjalan dan ditambah 1 menit, BODOH,PEMBODOHAN. Biasa beli cuman makan waktu 30 menitan, sekarang 1 jam",1,5,2022-06-02 11:42:38
"Diskon kalo pake paylater ? Gaguna sumpah,jadi males gua njir liat ,alhasil gajadi pesen, dah makanan pada overprice dari asli eh ongkir pun segede gaban jarak 1km doang, semoga saham mu nyungsep ga balik dari harga ipo. Delisting goto soon.",1,0,2023-07-28 23:21:05
"Kadang suka ngelag, posisinya suka gak sesuai peta, suka ngomel tentang keadaan pelanggan, kadang bikin saya termotivasi agar berhati-hati tapi kadang suka bikin jengkel. Semoga ditingkatkan lagi ya Kak, saya bakalan mendukung kalian semua. Yang penting kalian semuanya harus semangat dlm pekerjaan kalian.",3,0,2023-02-20 20:33:09
"kenapa pelayanan gojek makin kesini makin buruk, saya salah satu pelanggan gojek setiap hari. kadang driver tidak bergerak, saya sudah menunggu terlalu lama. padahal di aplikasi hanya terpaut jarak satu menit, tapi tidak nyampe nyampe. dan banyak driver yg tidak sopan dengan pelanggan. semoga di perbaikin lagi untuk kedepannya😊",1,0,2019-02-23 06:59:47
"Aplikasi banyak masalah banner ada cashback tapi ga pernah masuk, info toko ada delay, mau komplain kudu foto banner, gw udh terlanjur jauh..",1,1,2022-04-25 05:16:25
"Susah log in tidak seperti biasanya. Malah muncul pop up notifikasi ""kami telah menerima terlalu banyak permintaan"".",5,0,2021-05-18 08:35:01
"Aplikasi nya sangat berguna, kalopun kadang ada kesulitan akunnya gk bisa masuk suka kesel sih cuma aplikasi nya berguna bgt. Menurut saya aplikasi gojek driver nya ramah"" dari sekian banyak driver ramah semua😊",5,1,2020-11-16 21:07:03
"Saya top up gopay lewat mbangking,, udah masuk tapi kenapa saat mao bayar makanan tulisan nya disuruh top up lagi !! Padahal saldo cukup buat bayar makanan rapi gk bisa dipake oiiii",1,0,2024-03-26 21:41:46
Fitur Go point nya kok dihilangkan smkin ksini apk gojek mkin di update bukan mkin baik namun makin jelek 3 dulu dah nnti klu go point nya dah bisa lge bru dah ku prtimbangkan buat nambah bintang skrg krisis dulu ya sama kek apk pelit buat ngasih reward sama pelangganya .,3,0,2020-04-09 03:32:17
"Tolong dong.. setelah di update apk gojek, jadi ga bisa isi ulang pulsa. Padahal sayang banget saldo ku masih banyak :'). Di apk sebelah juga kayak gitu.. tolong diperbaiki !!!!",4,5,2019-11-09 09:37:38
"Gofood, pesan apa yang di antar apa,, sangat mengecewakan,, fitur bantuan jg tidak memberi bantuan, malah di minta menunggu,, sudah nunggu lama pesanan tidak sesuai, orang lapar di suruh tunggu. Gofood tidak bisa di gunakan karena masalah komplain, baper banget aplikasinya",1,0,2022-08-02 17:22:26
"Ini kenapa,, sejak di aktifkan aplikasinya dan saldo gopay sdh di isi tapi smpai skrng walau sdh buat laporan ke cs masih aja ga bisa di pakai utk transaksi... Haduhhh.. Tahu begini mah ngapain pakai instal dan top up saldo Gopay ckck.. Tunggu sehari lagi klo masih ga bsa di gunakan langsung hapus aja lah ga ada guna jga...!!!!!",1,11,2021-04-28 14:42:01
"Entah kenapa sekarang gojek membingung kan, Saya ganti hp dan install ulang apl gojek, tp ga bisa masuk trus udah 3 hari berkali kali coba masuk ke gojek gak bisa2. Karna kode otp nya gak dikirim kirim trus, gimana sih,,, ? tolong diperbaiki demi kenyamanan bersama !",2,20,2020-10-21 14:20:45
"Sumpah kecewa banget sama sistem gojek.. Akun saya tidak pernah melakukan orderan fiktif ga bisa di gunakan lagi.. . Padahal ga pernah melakukan kegiatan apa"" Paling cuman bayar di alfa Mart make gopay",1,1,2021-01-20 19:44:52
"Gagal terus upgrade gopayplus, udah coba sampai install & uninstall aplikasi, foto sudah jelas, tetep gagal, jujur kecewa, mana udah top up lagi & gak bisa dipake karena gagal terus upgrade gopay plusnya.",1,3,2021-09-28 17:45:30
mohon maaf tolong perbaiki mapsnya jangan sampai salah lokasi...masa harus edit tempat terus tiap order...apakah ga bisa otomatis tepat lokasinya?jadinya saya kena marah driver terus krn salah titik..padahal sy order di lokasi saya sendiri.terima kasih,2,13,2025-05-08 10:12:56
"Bug parah...mau checkout order malah ada tulisan ""tidak dapat memuat harga"", order tidak dapat di batalin lg..mau lapor bug nyari pusat bantuan sampe pusing g ketemu...buka chat si jecklin malah diajak tebak-tebakan...aplikasinya rusak amat...please perbaiki pusat bantuan dan bugnya...biar ramah konsumen...",1,0,2022-05-20 12:47:08
"Saya sangat kecewa, proses pencairan saldo gopay ke bank saya belum berhasil juga, padahal saldo gopay sudah terpotong dan tidak bisa di tarik ulang lagi karna sudah di proses untuk di cairkan ke bank, yang jadi masalah proses nya itu sangat lama, saran saya proses pencairan ke rekening bank itu lebih cepat lagi, seperti aplikasi dana proses nya cepat kata teman saya, tapi kalo gojek makin hari makin lama prosesnya",1,1,2021-04-11 15:52:20
"Tarifnya makin mahal,karena ada biaya pemesanan,biaya bungkus makanan.yg katanya biaya tsb untuk perbaikan aplikasi,kok ngebug melulu ya?jadi perbaikan yg mana?",1,0,2022-03-20 14:23:17
"Saya top up 100 ribu di pake belanja gofood 30han lumayan kan sisa 60 han lebih pas besoknya mau pesen gofood lagi ada notip gopay anda di blokir karna ada aktifitas tidak wajar, padahal saya tidak melakukan apa apa, pikir pikir lagi kalau mau top up di gopay yang udah udah banyak yang laporan di blok dan ga bisa di ambil kembali di bekukan.",1,5,2022-03-22 23:16:53
"Saya sudah menyelesaikan 3 tantangan mission nya tapi kenapa cashback nya gak masuk ke akun gopay. Percuma aja dong. Udah to up gopay, trus pake gopay 2 kali. Eh malah cashback nya gak masuk. Gimana sihh",1,8,2021-02-17 21:04:37
"Setelah di update Aplikasinya skrg bsa chat sm resto, tp mode buta gk pake peta lagi klo pesen mknn, jd kita gk tau posisinya sdh dmn,. Hrsny jgn di hilngkn,,jd kesannya kyk gk jls gk pasti dtg ny kapan,,, kyk beli mknn kering/pakaian di online shop. Mana udh laperrr lama",3,4,2023-10-02 15:56:09
"Maaf saya rubah ke bintang 1 dulu, karena barusan yang saya pesan salah kirimnya.. rugi lumayan 200 ribuan sudah buat laporan tapi infonya akan di tindak lanjuti 2-4 hari kerja.. kalau sudah ada tindak lanjut dan pengembalian dana saya akan naikan ke bintang 5 kembali.. NOTE:DANA SUDAH DIKEMBALIKAN PENUH TERNYATA GAK SAMPAI 2-4 HARI SEPERTI KATA CSNYA TERIMAKASIH",5,0,2023-02-06 23:04:53
"Tolong ya kakak, saya sudah isi gopay untuk membeli diskon (biar dapat diskon gofood), tapi kenapa ya diskon nya ga bisa di pakai alias diskon tersebut gaada padahal saldo gopay saya sudah berkurang, mohon di perbaiki lagi ya..",5,0,2022-03-27 20:30:13
"Gak suka sama nomor yang di samarkan sekarang, susah buat hubungi driver waktu itu saya ada kendala sama pesanan saya...mohon di buka lagi untuk bisa nlp apapun keperluan custumer...",1,0,2020-06-16 17:28:58
"Pelayanan go food cukup buruk saat lebaran. Jika memang driver tdk ada seharusnya bisa dikonfirmasi lbh awal atau resto bs dihubungi. Di cancel gk bs, hmpr 1 jam kemudian ada notifikasi driver tdk ada.",1,4,2024-04-14 20:50:12
"Gw kecewa sama aplikasi gojek castemer apa""an akun gw tiba"" di keluarin...mana ada saldo gopaynya 79.000....nih no yg terdaftar sayang.a udh hilang dan berikut hp dan Gmail ...yg aktif hanya wa saja",1,0,2019-10-20 20:53:37
"Sampai skrg blm ada kendala utk transaksi gopay . Bagus dan sangat membantu , apalagi skrg udah bisa bayar dg QRIS semua jd praktis . Tingkatkan terus dg inovasi2 baru tentunya .. good",5,2,2021-09-13 00:50:24
"Saya transfer ke rek bank ga masuk2 senilai 1.2jt, parah gopay, hub cs jg ga ada respon hanya disuruh tunggu 2x24 jam. Minta dibatalin transaksi aja ga diladenin, uninstall aja app nya makin buruk.",1,0,2021-11-02 01:07:00
"Saya beli diamond melalui gopay, tapi sampai sekarang diamondnya belum masuk. Terus bagaimana cara komplain ke pihak gopay nya? Di app nya tidak ada fitur utk mengajukan komplain kita",3,0,2022-08-28 21:31:12
"Percuma ada diskon besar-besaran, tapi ongkirnya dinaikkan & ketambahan biaya-biaya lainnya (biaya jasa aplikasi, biaya parkir, biaya bungkus). SAMA AJA BOHONG :)",1,1,2022-02-12 19:47:57
"Gimana nih solusi nya saya mau ganti no hp karena no nya hilang, tetep aja ga bisa udah nunggu 1 bulan,sampe denda nya trus bertambah, saya ada pinjaman 100rb , gimana dong saya mau bayar ,ini denda nya udh gede , udah di email ga ada solusi ,di telpon cs nya juga ga ada penyelesaian,",1,0,2022-07-27 01:28:14
